basketSize,budtenderId,id,storeId,timestamp,budtendenderName
38.32,a69a4e7c-f1c9-430f-83a6-b1a42c176e69,153d329a-03f7-4704-8590-41964f500f9c,3380338d-a11c-4b97-b548-b3dcf02e1586,2023-08-10T18:16:42.780Z,obvious_amphibian
7.68,ab4651c9-c82c-41d7-813c-b7dfde778297,2f914ef5-30bf-4e44-b696-e3286dd68c2f,66db1b91-84b4-4b4e-9a12-cb600aac61db,2023-08-10T18:16:42.780Z,fuzzy_angelfish
54.24,97152e54-9124-4f36-9a9f-4ec94601f33a,efb0a968-01ba-4ef0-a07b-4df9d4c3a8a9,ca3dd39d-df78-4525-9805-690012fba11f,2023-08-10T18:16:42.780Z,accurate_chickadee
97.16,e0b9887c-72e4-481d-840a-2c6ca02b6443,04620f72-bb40-449f-9aa5-768d6a186823,c66cc594-931f-4412-b56e-beef3b83304e,2023-08-10T18:16:42.780Z,pure_louse
97.90,3dd2d5e3-aa72-48a7-b213-7b6dd53c5d83,f4901065-edf1-4ff0-baaf-02fa992574f4,d79cf8e5-e237-4581-bba5-48eb192e3609,2023-08-10T18:16:42.780Z,comparable_partridge
79.60,fc2ee749-ba34-4d67-bbb8-518a4b8595e6,ca3e6978-e3f3-4c9e-8c2c-fe8a26a7ea27,68e4f4ec-b29b-4d39-9bc8-ce7e26988791,2023-08-10T18:16:42.780Z,following_aardwolf
80.78,63c422d7-26c7-46d6-ba85-5833f988f090,4fcd1e51-c73e-4b87-8512-6f5709c570cc,700ba75d-ad65-411b-8539-f49964dc4ec4,2023-08-10T18:16:42.780Z,resonant_baboon
84.46,dfacd4df-a778-4a89-95bb-511437b18e72,88fd91de-e285-4c69-a502-4b5efa08368d,26da8c27-1f15-41a4-b176-8a00bcbbdf17,2023-08-10T18:16:42.780Z,everyday_dinosaur
2.47,77a4f4bb-a051-429c-98da-478b4c48aa5e,ca3c1843-ec58-4d6b-9605-1307ed22c71a,d655fec0-a561-40c8-bef1-abd184b5ea9f,2023-08-10T18:16:42.780Z,homely_bee
96.91,be7bf338-ba47-4a9f-b66a-490e4a0d8f88,14b724c1-b7bb-41d5-92e6-766151429d12,c03716d9-6461-49f4-9965-27019714a1a0,2023-08-10T18:16:42.780Z,querulous_sturgeon
60.52,e2fe8743-4a84-440b-96ce-88f0ed83c155,2a6b24d8-9d78-40f8-908c-15a3a9590831,18a2b679-a785-43b8-8bc2-2ff8671a7548,2023-08-10T18:16:42.780Z,slim_lemur
99.15,e7b4a128-a3b7-4bc2-ae68-1f69494bc4de,0550f1d1-a7b4-42f2-be68-4e47853e4888,df44b923-eb19-479d-a3fa-83740dc83beb,2023-08-10T18:16:42.780Z,military_ocelot
46.01,25568ba9-4569-40e2-9fbb-aa200eb4d8d9,ef3d0664-2ef3-4e29-a49e-39af94d9f3db,3620667e-1108-4e3c-9e0d-c13c466d8e33,2023-08-10T18:16:42.780Z,skilled_anaconda
97.20,d21a748a-1883-4403-bce1-2d35e0ac66a7,9830a9d1-8fe0-4f8c-ab07-d147957d0763,eebb2e00-1d0c-4dbc-805f-a7daf0247afe,2023-08-10T18:16:42.780Z,nasty_anglerfish
22.33,10096efe-d96b-4a95-9d39-f9016536a552,4a00c109-95f1-4d7e-802e-21a6abc553f8,2a0a0c5f-b76c-4311-a176-03329d248210,2023-08-10T18:16:42.780Z,robust_llama
4.70,0f031373-36ae-454c-9808-f32a36498eea,f5da6cb5-caea-412a-a1bf-e845ba368ca1,a06f73cf-a952-4afe-82ee-e63f385fdec7,2023-08-10T18:16:42.780Z,depressed_cobra
35.37,bbe7a64c-8506-48f6-95fc-07f17574bb12,3ac60ddd-30ad-4136-b23d-4dbc465e6800,b3aff18e-a0fb-4c9b-80d9-0c394f3cc803,2023-08-10T18:16:42.780Z,glorious_lobster
70.82,c369e102-8099-4508-b0ec-fe38ddc42fe6,d76c14c0-0404-45f4-b847-6805db68b58d,81aef933-b843-497d-9b7b-8aa0d543d82b,2023-08-10T18:16:42.780Z,boiling_buzzard
24.99,c131fc9e-8a2f-46d3-93f9-6f2c0b3bb986,0239924a-240e-4369-a749-83e865a139c4,ca79ff91-d540-4f9a-8792-7a57bf1ba5a6,2023-08-10T18:16:42.780Z,wicked_tyrannosaurus
74.71,90965def-61d3-463e-bfef-d4606a637799,1e8f01b3-5ea5-4f29-b2fb-b6bcd786eb6c,0fe3b224-52f0-4d2c-8d6d-6c5c4a1986fe,2023-08-10T18:16:42.780Z,juicy_chicken
62.55,a412e088-920e-4f29-a27a-b943b5e2fbfb,d0591e57-f61f-41d4-8693-2c50cc7ed4e9,e7961cbd-dc5b-40da-8c89-ad6630651854,2023-08-10T18:16:42.780Z,subjective_goat
44.00,6a5613fb-9a44-4090-85e8-d047f357da82,89b6a095-fe02-4ea7-b072-911ee8155019,ad3d15b0-f123-4c99-86e1-039279343a73,2023-08-10T18:16:42.780Z,single_gamefowl
66.72,1f55ea8e-9ed4-4321-9305-a7b7aaa4e170,8ca56364-6eb3-4dd6-8279-49cb2d9f9731,795559b6-1f95-4c93-b549-fa70b0efa860,2023-08-10T18:16:42.780Z,environmental_bat
1.39,84ea3b4e-33f6-4073-956c-67b268d99ec4,e7189234-0fff-4e47-8947-5b9b47f14880,593e9673-f808-41cb-beec-ae1f1cbdce33,2023-08-10T18:16:42.780Z,condemned_anaconda
54.65,bc81bf13-3cc0-409c-9706-b8131e7c656f,baa7b3a4-29ca-4f36-875c-0aa17a9dc342,069c09d8-512a-48f3-9034-a8c498b30069,2023-08-10T18:16:42.780Z,ancient_chameleon
26.29,94c7b47a-a38d-4ec3-aaee-aa9612d51d23,8f10ba45-cd7f-4981-b866-2ca9f58da19d,54442149-87d5-4573-9adf-d0975bad86cb,2023-08-10T18:16:42.780Z,managerial_gorilla
58.46,3d671e7a-cbfe-41d2-8d05-028711f2ee80,e767acda-4a6a-4838-9a4c-3383b12f3ca7,fdc856de-55cb-41dd-b95d-7714dea07e61,2023-08-10T18:16:42.780Z,causal_chinchilla
40.04,2bcdc6e4-e52a-41dd-8c63-62d15c3d83ae,2d633f72-445f-410c-8d7a-bb9c339f7285,c2e6a9f7-2faa-4aa6-994d-dea5283201df,2023-08-10T18:16:42.780Z,painful_goat
60.01,00f5966f-5f82-4f2b-bd52-acd0a18bfcb8,e5c902b3-07f4-4477-8c3b-c724013b42d4,653fe49b-a14b-4ccf-b7e7-4b0a13f5a6b7,2023-08-10T18:16:42.780Z,arrogant_nightingale
29.08,178a9057-7a90-4f23-9988-30f5a957923f,ebb13d64-8130-4178-bca6-2b43ee0e14b3,4542f24f-4b23-423b-9021-3211df9baf84,2023-08-10T18:16:42.780Z,isolated_viper
10.00,cacfee93-9d33-4002-aee3-af867d3d9277,7b603761-b493-4549-af6c-119ef3e80284,a5f75c96-a2ba-41fe-ae86-551f3cecd6e5,2023-08-10T18:16:42.780Z,prime_mockingbird
68.35,181a5456-703e-47ce-a135-4ba03681a104,082054d7-ad3a-4cfc-97af-bd59a68b006d,59317290-57e4-4ff7-bbf4-eee4eaca349d,2023-08-10T18:16:42.780Z,available_camel
51.10,911f6319-4e98-4674-85f0-eb790a15de9e,c0445c69-8264-49a8-9cc4-8c578ddb319e,13877fb7-7b1a-4360-92a6-aa6fd22903ee,2023-08-10T18:16:42.780Z,continuous_wallaby
30.39,df05fd7b-6017-45a8-b2d3-e1b9b026c076,3a3d9a4e-6fd7-472f-90ca-b1cf723408f2,9bbe8d90-e410-4968-8b8c-8e874384a483,2023-08-10T18:16:42.780Z,regional_iguana
10.78,1d7640de-8436-4fa0-ad42-14ffba6b9dfd,23e8f0d8-a819-495a-97c8-65bd173e6cc2,7875813b-c60c-4b13-b78e-f85b36ff542a,2023-08-10T18:16:42.780Z,imperial_bobolink
49.85,cc76379b-528b-452c-9d12-b3b510601d5f,29ae1a9c-7286-4672-9b4d-5b38591a217e,be9fd3de-f985-444b-be18-c2ab4b5aedf6,2023-08-10T18:16:42.780Z,excellent_jackal
77.15,1424d541-b5da-42f7-9587-c45e09e9171c,344056a5-bd23-4cc1-97fe-ad3290be1931,43517fe5-24fa-4413-8c42-74d903f2430d,2023-08-10T18:16:42.780Z,yawning_ermine
67.49,dd71c5f8-d17d-4151-aac3-f771c171e944,9e42fa9d-a327-4555-a47e-532a56943d74,480bcf6e-9016-4022-b877-a664d4727325,2023-08-10T18:16:42.780Z,monetary_worm
51.42,fd1eebbc-d88f-4f71-9c79-4af28b049c36,e801976f-0bb0-4727-a7c2-adababff6008,6a85e6fa-2908-4549-8baa-8b770129e2d2,2023-08-10T18:16:42.780Z,managing_condor
34.64,ea728f48-c080-42af-9786-aaca969c1ea7,72a4287d-ac08-485a-b0e7-11689eb30591,ec80907e-06e1-45e8-af4b-d6d6057dfbe2,2023-08-10T18:16:42.780Z,roasted_finch
73.77,e98ca56f-03ae-424c-b2b5-f56a11424531,ce4f52ba-a938-4fb5-8eb1-e7d8ddc47939,8f874b00-e8ef-45e5-8c08-3cd916b55b1b,2023-08-10T18:16:42.780Z,reluctant_rhinoceros
35.45,875ab4f6-2351-4bd7-93a7-e3375ddf8502,6d5c060f-99c6-45ec-91b4-2e13938894b3,ccf0c684-5605-4b04-a735-fe7a0ef79636,2023-08-10T18:16:42.780Z,low_partridge
91.06,50555cb0-3c5a-4903-b55f-4fb02afde666,514eb240-e7e7-4628-ae20-fd4c1b5e143f,74c5a6f7-f56b-47da-b425-2c289c38e1f8,2023-08-10T18:16:42.780Z,associated_pheasant
11.35,a94ce146-6381-4e80-a7b7-4f5ecbf7e240,7afae001-444a-4709-a1da-815cec51d746,e8b4447f-bdbf-4b34-8efd-865a01df202c,2023-08-10T18:16:42.780Z,welcome_narwhal
99.79,c8170e88-0957-4df8-8ac1-6672da670f08,1648fd2b-b184-4414-935b-d6fb87867db2,c7a4f5a6-6e9d-48e7-a913-04684daf28c0,2023-08-10T18:16:42.780Z,pale_swan
57.16,a018034d-bfe4-42dc-a31c-9ce54cb23471,0a14f98d-7c33-4d8a-8a45-a28101ab4dd7,fcad3d57-1bb7-4a21-b04a-20ff4a0423ba,2023-08-10T18:16:42.780Z,precious_otter
74.47,a4f592a6-2623-4191-80bd-0b97e317600c,b8313d94-80a6-4a95-bde0-37544677cfb9,5b798394-743d-4ca2-9b08-24cb8913fcd5,2023-08-10T18:16:42.780Z,yappiest_cobra
29.18,18dfeaa4-0071-414e-8bb0-340d7fdce77d,4aa73322-19f9-4d0d-adc4-6314e30c976c,ba9f3749-7f6e-440c-97c9-cc30acdfa340,2023-08-10T18:16:42.780Z,advanced_dormouse
49.73,ebf21c28-b61e-4b03-99ee-136cda5408da,8bc4c679-1a11-428f-b570-f34ec7d83fde,277f0f32-6daf-4ef1-bcc3-cc698e4a3909,2023-08-10T18:16:42.780Z,flying_bonobo
79.99,8811c00a-6bb1-4792-86c2-84af16f8eeb4,5df7606a-d4b6-422a-b319-e4dce7210c8c,bbd66f7a-51e8-4020-914d-281e755a415d,2023-08-10T18:16:42.780Z,awkward_pig
95.98,5a2f574b-dce4-42a4-af02-c8596c26b10b,29423e53-a787-4a95-82b6-329089944e79,c8e4c46d-78ad-44da-8795-dfb5347fe695,2023-08-10T18:16:42.780Z,voluminous_muskox
9.18,c1ca4b3b-af99-4974-b520-d883a05fba0f,67303425-3187-4bd1-b369-f69a5fc70d5e,21866d6e-a446-431f-8d21-46af381df3ff,2023-08-10T18:16:42.780Z,christian_turkey
85.80,97199484-95e6-486c-8367-fc1007e2856c,dd9cd84b-258e-4568-ab09-a145837ab081,d66aa08a-118c-43ad-b608-63684f6469d1,2023-08-10T18:16:42.780Z,difficult_gull
86.25,0f09c0e0-bb53-4cf3-9370-dfd7f11c1f01,035ae55e-470c-41eb-b599-66c6e3332ee2,2dd042dd-f9cd-4f98-b8a6-16a3f8ee1a81,2023-08-10T18:16:42.780Z,international_smelt
47.37,b9c302cb-3059-41e1-81f7-a11b2fdbe9f9,3b725aa4-4f36-4951-b498-19a44a49225a,502e35b8-b28e-4393-bd71-0fe8ed4b7cad,2023-08-10T18:16:42.780Z,grumpy_tapir
32.53,65cd1aa3-f5ac-4d09-bad5-a2497be8571c,09b574c1-4f28-498d-a43c-aba745c075c6,27a59d0f-6268-4317-810a-eef2d6d24f5a,2023-08-10T18:16:42.780Z,jealous_mosquito
35.33,2be33bc8-b6dd-4ada-9a99-8c2814afef19,60dde424-ce7e-480a-870a-014219e56370,c5ef5cf4-dbdd-4146-b3a8-3f8806885bd3,2023-08-10T18:16:42.780Z,sacred_lungfish
50.94,f1fb80cc-7901-4fa2-9796-e044d46585bc,8a071910-3372-4449-bf83-3375886ad0fc,5059450a-0e02-4dde-b539-1f9de4c3e76b,2023-08-10T18:16:42.780Z,complicated_guanaco
53.22,77253f0b-2079-4b6e-9d70-87317ff3ad65,f41bc412-226e-40c1-96f2-b03b42b26990,3e2bf8f5-c6d7-4499-a1a8-229b64f6520a,2023-08-10T18:16:42.780Z,general_squid
85.82,8adbc72d-12e4-429e-babf-be2fa4f18174,e1493a72-d13b-4eca-a0d4-18de1725525d,fd137763-b8de-44dd-827b-077a5829dc4e,2023-08-10T18:16:42.780Z,soviet_earwig
80.43,ef98370a-88f0-41d2-996d-f10573b975a5,3e51d16b-c671-497f-b6e4-7400ee665afb,45114af1-7386-4834-898f-6de1eb3450e7,2023-08-10T18:16:42.780Z,impressive_magpie
84.64,c01ba698-810f-464a-8a13-ebf2d182c6f8,b1d10e70-f624-487f-9eab-256f22d41373,0efc2d78-84cf-4f00-8f0f-7f13be0f6270,2023-08-10T18:16:42.780Z,exotic_tyrannosaurus
86.52,623026b2-6ff1-40a1-945f-f79baa53a956,bb809ca8-9405-4540-b7e8-bb823796cee5,09155afc-cc14-48a9-bbde-64b405677475,2023-08-10T18:16:42.780Z,rotten_marlin
53.55,aee73fd0-8f6d-4760-a762-17fd7d8a1fa3,391b8127-d984-404f-aded-602dcd1619af,d9586499-2bf6-4ad6-9312-4d976366040c,2023-08-10T18:16:42.780Z,silent_guineafowl
22.09,fb3e7af5-b7aa-4e5b-be1b-f7941209bd1f,62196136-e095-4fd4-8849-e53757e1e3d1,316f7dd1-f63e-4f9f-a21e-1df006688236,2023-08-10T18:16:42.780Z,real_bear
74.24,a69d3337-619a-4464-98bc-9df46e4caf49,887007df-e7d7-49d1-aa26-40d58aa75ee5,6cedc8e8-bd58-4acb-b896-d716d8eacb73,2023-08-10T18:16:42.780Z,visual_bison
44.29,7786e37f-abc5-4722-9b91-2bb118f62e19,74404ee9-d3ba-453d-bd43-dc78b2b747d8,d03661d9-b11f-4952-8ddc-c799b4c8f644,2023-08-10T18:16:42.780Z,royal_tarantula
6.21,08d76548-d482-4c1e-a820-a18545bf9065,176c687b-da4d-40d7-bf6a-41069c71f95a,7f08468a-1bad-4244-b440-5e748a251905,2023-08-10T18:16:42.780Z,entire_cheetah
78.50,786ef087-c854-41d5-9f13-dd6a9e7f4f92,2a4c27a5-8bd3-46ff-bcb7-30e564547c7c,a4766c7f-f767-46b1-b3fd-bf19c0c01406,2023-08-10T18:16:42.780Z,steep_gibbon
69.41,660ab611-03f7-4319-a717-48ee1bb5abd1,10166e33-30f6-43c9-92df-6a0554a929e7,db39a66e-51be-4e5c-afb5-c69dbf0e8b32,2023-08-10T18:16:42.780Z,raw_flea
28.28,e8a54c8f-71cd-4169-bdc0-43e66979db69,9d37a8ac-63bf-416f-bbb8-0ead13daef1d,f66eae31-288e-4aeb-a798-110ca09660bb,2023-08-10T18:16:42.780Z,sure_ant
17.54,7851ca75-a294-4f31-af08-62bb8a2d8b17,9755e2e9-7313-44f2-a11c-c24bdf62a1e1,64349a80-650c-4d16-aa04-5d480675afaa,2023-08-10T18:16:42.780Z,marine_kingfisher
49.51,b70a39b0-8367-4a1a-9cbd-a416b5e7cf2d,2ac3e2f6-e77b-4f62-89ab-279c16a5dea8,03e0106e-776b-48ce-ad5c-f4a0bd0f1266,2023-08-10T18:16:42.780Z,deep_leopard
15.08,70232529-b193-49bc-ae02-37d6c57f21fa,5d0606f1-09b9-43fc-9f5a-85de041fa213,a5dda9b2-734f-4cef-a054-753fc29cfacb,2023-08-10T18:16:42.780Z,generous_haddock
15.85,0dbae5a7-4162-456e-b732-068a35b9ab4e,829118de-e4c0-411f-8c1d-e46069221b7d,9bdcea66-225c-47e9-acd0-a6eebfe5fd08,2023-08-10T18:16:42.780Z,zany_primate
91.82,38e7d558-b6bb-4a21-88ed-b0b8b27a2210,b3a3dc95-e511-464e-b8f1-8c85b71f079c,690a6d3f-ef6c-4526-b84b-a21b91dbe298,2023-08-10T18:16:42.780Z,tired_fowl
3.33,373ab5e6-de36-4576-ae46-6635a95427e9,a4c40bb6-32af-4d63-9571-ac6e4439af91,1a0eed07-28a7-451a-af7e-891ca8aaae9f,2023-08-10T18:16:42.780Z,jittery_perch
22.84,71fbafc6-c85e-460f-813a-5b014883d3a9,24eca0f7-ccc9-44b2-bd7e-a1a3f232e16b,97414f0d-9b50-4881-b125-8795ef48a332,2023-08-10T18:16:42.780Z,married_grouse
84.77,3f4268ec-8e77-43fd-aad9-7d3658f68c1f,7adf8eb6-2c90-4e99-97ed-ff57dd3fb6ef,0fc2f0ac-d068-4077-9898-c86fc8248299,2023-08-10T18:16:42.780Z,perfect_turtle
47.49,b7424510-6a37-4856-9325-cf8183012bfd,5a7140e2-eca6-4f79-b0a1-d02e9ccde9a6,388824a3-3c1b-4505-99df-33f4a64b4d5b,2023-08-10T18:16:42.780Z,sparkling_guineafowl
42.01,3a3fa1a5-e238-4a9c-aa3f-d4cbffbc56c5,471f0e63-6d05-4a1c-97a7-1614b4a49f58,09aaf286-3745-44ad-9de8-3e524554186a,2023-08-10T18:16:42.780Z,cooing_leech
8.90,77cd23b9-13b8-45b6-ae52-ce700bc67f47,c49bd776-d266-40d3-a915-0e54dc1c6aa5,bbd12ebe-701f-4df9-b750-1cfb33f61a82,2023-08-10T18:16:42.780Z,realistic_tyrannosaurus
30.25,dbbd93fb-1791-4991-b162-87c08dc29fbf,a259453d-5cfc-49e2-a26f-141a450a71f9,afa3a7ef-4175-4281-ab15-6e44e8217aab,2023-08-10T18:16:42.780Z,mechanical_gorilla
9.88,244af62e-c66f-4ba1-8713-c4da19c5aa87,ec5c9ec6-5894-44e4-a590-b63c1894c8c0,ce946242-d1ea-4f24-9a69-5be52f0560fa,2023-08-10T18:16:42.780Z,driving_meerkat
29.03,1b3b3873-1dc6-42bc-a20c-f56fbe4777b7,a8c4a736-a874-4915-9dfe-bdb437d9f3e0,3dccae7d-a6b3-4399-87d9-f16004e8470b,2023-08-10T18:16:42.780Z,glorious_mackerel
73.97,519f5ce8-4f36-4ebb-af22-83d5ed624da3,8fd4ddfd-9149-4e13-86a3-c5fd109b524e,9075b97a-af2e-4729-ba9e-ab535d9e22e8,2023-08-10T18:16:42.780Z,striped_lemming
34.41,24598475-75f4-4cb5-9449-8f7c75b60de7,46b0d985-b903-4797-bb11-45c551b5d44c,f511dc2a-5eda-4395-860b-4dd0097bc007,2023-08-10T18:16:42.780Z,mechanical_hornet
18.04,6f576928-b97b-4661-9721-6c2bdb60e35c,58f5339d-a3b9-45cc-a572-f42a6526987d,6bab9070-c3fb-4bc6-8243-5fe8c36b8e01,2023-08-10T18:16:42.780Z,lost_pig
79.33,cb57a19e-a775-442f-a8fc-42816e0a2fc9,525f389e-90f6-448f-967a-2369faf382f2,ee656ef0-65df-4fda-907d-e9fbb845cc9c,2023-08-10T18:16:42.780Z,eastern_ostrich
62.58,5076d2cf-e4d0-448c-ac17-4d0660b0fa93,15a82624-0c16-4c9b-bedd-1013845cdeb8,41ce056e-0860-43e4-9dc3-658d9384b05e,2023-08-10T18:16:42.781Z,open_rattlesnake
63.73,cded4519-e48a-4efa-94e4-dc8603d4a3ff,c06e1026-6e16-4a91-b0a3-f98fd75b3deb,3f7c0912-708b-495b-8441-e80e438afd6f,2023-08-10T18:16:42.781Z,unacceptable_anaconda
29.65,c6e8c926-e060-4e8d-bdc8-b0e7b9555d53,b36c7043-5926-4b5e-8b34-2aec2bc337dd,8b172156-ad13-4c44-9005-ffc7cd43f875,2023-08-10T18:16:42.781Z,uptight_mink
84.86,4909e2cc-94e6-469a-9500-edd5d364ce31,d09f4d62-fad0-4418-ab52-50848b13ea93,c2a949e0-a713-499a-8c6b-6ceb77f7e3b0,2023-08-10T18:16:42.781Z,internal_fox
97.59,11c5691e-e58f-428b-9519-4aa0c1a60efb,08754233-729f-4cab-949c-027d3dc69063,bf69c99b-5ad1-45de-b183-eac35abd0c3b,2023-08-10T18:16:42.781Z,strategic_stoat
38.67,cd3931e9-39ca-4807-835e-6dabf57ce9ca,27d2c214-4555-43da-9492-6b9ecc38ff2e,839f6306-f924-46f2-9c28-8b31e1f371ae,2023-08-10T18:16:42.781Z,surrounding_quokka
97.37,6b6dd43d-fcd9-4c59-8c8e-1e81561f25a2,54358129-a254-420f-bc30-259e99a7d142,8d711a88-1c8f-4d3c-a4e4-60f29ed15bd8,2023-08-10T18:16:42.781Z,rational_dragon
20.97,83ce63cf-29bf-4f4b-b798-669d9234517c,610f4357-e74a-4973-9252-982eef8516f5,d8afa205-699e-49be-8a60-8880bfdeda52,2023-08-10T18:16:42.781Z,raw_magpie
25.25,7d16ca1b-f17f-4cfa-a69c-d04871c1c688,2d9dd203-42cb-45a2-aae7-a3f76ecf78cb,65014d0a-c8da-49ee-961f-d4a277608255,2023-08-10T18:16:42.781Z,sensible_xerinae
76.81,438b849e-2d49-4069-8cb0-72da1a4b8367,00b2c807-542f-4a5c-9022-db847a6e828b,573393da-626e-40bf-b464-d11f6828527e,2023-08-10T18:16:42.781Z,indirect_anglerfish
33.06,2138ce06-f32e-4d9a-afe3-cac179a78d6d,cf7c2534-a712-4f37-9a72-a5d7df66370a,5819f41e-d6bd-46b8-b54c-2b04fa2748ba,2023-08-10T18:16:42.781Z,gigantic_panda
15.34,3c1c9ac5-e779-4bd3-824e-dcdb53c4ba4b,700a373a-525a-4704-bd54-cedbc4a247ff,7838bbb8-3c09-4511-a718-6b417e5445b0,2023-08-10T18:16:42.781Z,accepted_cuckoo
63.38,eae5254b-1662-483f-a673-8dc5131f6302,d02b6fc1-960e-497d-872a-246371799894,7941b52c-8f38-47b8-be52-3e699e66cf12,2023-08-10T18:16:42.781Z,sparkling_opossum
39.23,d7d82e32-292e-4cd3-ba66-75dbd16ad988,6e8b7af8-6695-45af-be05-067fe189f1c4,1f186595-fc12-4c33-8194-ca9d4aefbba0,2023-08-10T18:16:42.781Z,christian_magpie
36.07,d37eab6b-1986-402b-908e-cbea873267c7,a048f717-241c-4ab9-8af8-271f130509da,002bdc25-095e-42ee-9fe5-7e8f09c460ae,2023-08-10T18:16:42.781Z,unfair_bat
60.35,bfa140ad-9a81-430f-b9a3-2133551158dd,d617c151-241d-48d2-94d7-fd22d945e1e9,62090c40-355c-4c85-b183-ac9be2a07ca7,2023-08-10T18:16:42.781Z,popular_bear
6.14,92f4dfb5-b30a-494c-8cbe-0ec29577387b,20b508e9-8c20-406c-ab53-5f61853afc44,6953c974-15ac-4b48-b6bb-fb9b1d38067b,2023-08-10T18:16:42.781Z,genuine_canid
3.17,6a480301-dd13-41ae-acee-8fe9ac699edb,f7c7f8ba-4d91-40b0-9811-897e24796856,5527067f-ddb1-4c4e-97ea-a8741a2859a0,2023-08-10T18:16:42.781Z,expensive_orca
95.06,f3bde3e8-0d10-4998-b604-30a3cc2b7772,e7e6cd0a-ef5f-4cbf-81f4-66a8f99266ab,ca3f607b-4029-4b41-9afd-bb76ee3b819e,2023-08-10T18:16:42.781Z,giant_bird
87.30,1aa5909c-616a-44ef-ae79-772fb93f6c7e,211e9b95-69a4-4896-9c43-03718a41c1ae,2a8e88a5-53d9-40cc-82ca-c796a30adb92,2023-08-10T18:16:42.781Z,comparative_hare
55.75,7be338cb-1686-4d7c-8a1d-5b7c3d53ea12,ac16f948-d471-4b69-9541-4bd9ff4698ed,c52920d9-e4fe-4a03-8725-013d4940b746,2023-08-10T18:16:42.781Z,quarrelsome_clam
2.66,ac0442b9-60b2-4763-b1c5-f870c53eae80,b29e605e-64f5-4276-a674-34fe17859645,a4ab0bcb-4dc6-4409-9284-2e75d6b72335,2023-08-10T18:16:42.781Z,high_rabbit
36.95,3d62b928-8b13-4af7-a91b-62614dfd3631,9ab01e9d-835c-413d-b259-f1815fd60ab2,289b293c-433b-430b-a35a-aa2d0f543c10,2023-08-10T18:16:42.781Z,available_halibut
10.30,839c1ed1-3107-4a34-9045-3145dfdb901e,7acf720d-8698-4349-8cf7-9fd0e0ed522a,983ddfee-6ac0-4309-a694-7a4ea107b127,2023-08-10T18:16:42.781Z,generous_fish
68.28,e21a39a9-569b-4da8-bcfb-e1b0b6bcec2a,1e3a8e37-106f-466f-80db-d92039c7124c,8af1b146-fed4-4640-85d9-966146666ae5,2023-08-10T18:16:42.781Z,civic_chickadee
55.32,062332db-30a2-4a20-ad57-f137d77f6a29,220a01d3-7911-4280-9113-86d5ccd5a3dd,4a8d4afa-a263-49e9-8e26-1e399c0d90f1,2023-08-10T18:16:42.781Z,curved_gerbil
